stygianirone,2017-07-13 23:58,0,0,"Good evening, ma'am! Reflection po sa Dispatches from Marawi hehe.",,@DiNaProfMSSyj,,885528895797186560,https://twitter.com/stygianirone/status/885528895797186560,fil 
jjaanna03,2017-07-13 17:08,0,3,nag cold ni sir marawi,"(['Tabuk City', ' Cordillera Admin R'], Location((17.4136195, 121.4440137, 0.0)))",,,885425699745439744,https://twitter.com/jjaanna03/status/885425699745439744,fil
RandomPhThots,2017-07-13 17:05,0,0,Milyon milyon kaya gastusin ni BBM sa protesta. Magkano binigay nya sa Ormoc at Marawi?,"(['Republic of the Philippines'], Location((12.7503486, 122.7312101, 0.0)))",,,885425043559243776,https://twitter.com/RandomPhThots/status/885425043559243776,fil
sycipft,2017-07-13 17:03,0,0,"LOOK: Utak sa Likod ng Maute-ISIS, ASG Sa Marawi Bistado Na",,,#,885424479119171584,https://twitter.com/sycipft/status/885424479119171584,fil
shewantstheDEEJ,2017-07-13 17:02,0,1,"Ang galing naman, ginawa nang punchline ang Marawi City",,,,885424188214857728,https://twitter.com/shewantstheDEEJ/status/885424188214857728,fil
erwinaguilonINQ,2017-07-13 17:00,0,0,Kasunod ng friendly fire sa Marawi; airstrike iginiit na dapat ng ihinto ng militar ayon sa gabrielaphils party list dzIQ990,"(['Philippines'], Location((12.7503486, 122.7312101, 0.0)))",@ @,,885423673355624448,https://twitter.com/erwinaguilonINQ/status/885423673355624448,fil
bernard_tv5,2017-07-13 16:58,0,1,Salamat sa pagsuporta sa tropa supportourtroops | Peshmerga writes troops battling extremists in Marawi AFP PNP,,@ @,#,885423263354019841,https://twitter.com/bernard_tv5/status/885423263354019841,fil
kenjitorcende23,2017-07-13 16:56,0,0,AIRSTRIKES SA MARAWI PATULOY PARIN!PANOORIN: via YouTube,"(['Davao Region'], Location((7.0645241, 125.6084143, 0.0)))",@,,885422784670773248,https://twitter.com/kenjitorcende23/status/885422784670773248,fil
NewsRmn,2017-07-13 16:56,0,0,"Pilot error, hindi pa maaring sabihing dahilan kaugnay sa airstrike accident sa Marawi City via rmnnetworks","(['Republic of the Philippines'], Location((12.7503486, 122.7312101, 0.0)))",@,,885422737883250690,https://twitter.com/NewsRmn/status/885422737883250690,fil
NewsRmn,2017-07-13 16:56,0,0,"Ginamit na F-A 50 fighter jet ng Airforce sa sumablay na air strike noong July 12 sa Marawi City, suspendido","(['Republic of the Philippines'], Location((12.7503486, 122.7312101, 0.0)))",,,885422686184198144,https://twitter.com/NewsRmn/status/885422686184198144,fil
Politiko_Ph,2017-07-13 16:56,0,0,LOOK: Mana kay mama! Tricia Robredo visits Marawi evacuees in Iligan lenirobredo IliganCity,,@,#,885422630223753216,https://twitter.com/Politiko_Ph/status/885422630223753216,fil
7FpaWU34UdTGgKk,2017-07-13 16:56,0,2,عيني عليك وقلبي معك,,,,885422611391553537,https://twitter.com/7FpaWU34UdTGgKk/status/885422611391553537,ar
sipsipbloom,2017-07-13 16:56,0,1,Agree!!! Assign sa Marawi.,,,,885422594370920449,https://twitter.com/sipsipbloom/status/885422594370920449,fil
rmnnetworks,2017-07-13 16:55,0,0,"LATESTNEWS Pilot error, hindi pa maaring sabihing dahilan kaugnay sa airstrike accident sa Marawi City",,,#,885422402640814081,https://twitter.com/rmnnetworks/status/885422402640814081,fil
wengsalvacion,2017-07-13 16:52,35,90,Anak ni VP lenirobredo na si triciarobredo_ dumalaw sa mga bakwit ng Marawi,"(['Philippines'], Location((12.7503486, 122.7312101, 0.0)))",@ @ @,,885421735570358273,https://twitter.com/wengsalvacion/status/885421735570358273,fil
ceferinobasilio,2017-07-13 16:46,0,0,To the PAF pilots in Marawi. Inggat po. Baka kasamaan na naman ang tatamaan!,,,,885420104837603328,https://twitter.com/ceferinobasilio/status/885420104837603328,fil
rb_mayward,2017-07-13 16:42,1,0,Unsa gipanuod nila kick gira sa marawi?hahah ARomanticNightWith MAYWARD,,,,885419156446695424,https://twitter.com/rb_mayward/status/885419156446695424,ceb
MarionA56n,2017-07-13 16:38,1,1,Isama mo na rin ang 2 pulis na involve sa tortyur na in-assign lang sa Marawi.,"(['South Cotabato'], Location((6.166667, 125.0, 0.0)))",,,885418053965455360,https://twitter.com/MarionA56n/status/885418053965455360,fil
musicluverjan,2017-07-13 16:33,0,0,Hahaha bes galing ako marawi kararating lng hehe,,,,885416859637473280,https://twitter.com/musicluverjan/status/885416859637473280,fil
yeolsmajesty,2017-07-13 16:31,0,0,hahaha sarap itapon sa marawi,,,,885416319939522560,https://twitter.com/yeolsmajesty/status/885416319939522560,fil
DZMMTeleRadyo,2017-07-13 16:28,2,1,HeadlinePilipinas 2 sundalo ang nasawi habang 11 ang sugatan matapos na muling sumablay ang air strike ng militar sa Marawi.,"(['ABS-CBN', ' Diliman', ' Quezon City'], Location((11.5874907, 122.7520466, 0.0)))",,# #,885415731151687680,https://twitter.com/DZMMTeleRadyo/status/885415731151687680,fil
marawi_93,2017-07-13 16:24,0,0,ممكن تسلفيني اياه !!,"(['Muscat', ' Oman'], Location((18.3717337, -72.2862809, 0.0)))",,,885414604112875521,https://twitter.com/marawi_93/status/885414604112875521,ar
Ydemydem2,2017-07-13 16:21,0,0,Bring digong to marawi to prove to eat some liver of the terrorist para matapos na yan.dami ng nmamatay,"(['Israel'], Location((30.8760272, 35.0015196, 0.0)))",,,885413878355591169,https://twitter.com/Ydemydem2/status/885413878355591169,fil
mediaintelijen,2017-07-13 16:17,0,1,Duterte Butuh 15 Hari Tambahan untuk Tuntaskan Konflik Marawi,"(['Jakarta', ' Indonesia'], Location((-6.1753942, 106.827183, 0.0)))",,,885412788910276608,https://twitter.com/mediaintelijen/status/885412788910276608,id
banderainquirer,2017-07-13 16:16,0,0,Naaagnas na mga katawan narekober sa Marawi City via banderainquirer,"(['Makati City', ' Philippines'], Location((14.5591272, 121.0202094, 0.0)))",@,,885412572253630465,https://twitter.com/banderainquirer/status/885412572253630465,fil
JeromeTaylor,2017-07-13 16:15,0,2,Nice longread by Buzzfeed's meghara from Marawi Philippines ISIShttps://,"(['Hong Kong'], Location((22.2793278, 114.1628131, 0.0)))",@ @,# # # #,885412301729259520,https://twitter.com/JeromeTaylor/status/885412301729259520,ig
dzrhnews,2017-07-13 16:10,0,0,"Itatayong bahay kapalit ng mga nawasak sa Marawi, tiniyak na matibay Breaktime","(['Manila', ' Philippines'], Location((14.5906216, 120.9799696, 0.0)))",,#,885410971551842306,https://twitter.com/dzrhnews/status/885410971551842306,fil
dwiz882,2017-07-13 16:08,0,0,IZHeadlines Airstrikes sa Marawi City tuloy sa kabila ng pumalyang airstrike kahapon,"(['Pasig City', ' Philippines'], Location((9.7771753, 125.4915723, 0.0)))",,#,885410509306056704,https://twitter.com/dwiz882/status/885410509306056704,fil
SunStar_CDO,2017-07-13 16:08,0,0,INC nang-apod-apod og relief packs sa Marawi | via sunstaronline,,@,,885410469808283649,https://twitter.com/SunStar_CDO/status/885410469808283649,fil
ConingConing,2017-07-13 16:04,0,0,"Ung mga loko lokong PO1 pa lang napunta sa Marawi, itong matagal ng loko lokong high ranking official, balik pwesto pa. Hay buhay!",,,,885409535145369600,https://twitter.com/ConingConing/status/885409535145369600,fil
egdsgn,2017-07-13 16:03,0,0,"Dalawang sundalo, patay sa bagong insidente ng friendly fire sa Marawi","(['Davao City', ' Davao Region'], Location((7.22650725, 125.454887691, 0.0)))",,,885409320304881664,https://twitter.com/egdsgn/status/885409320304881664,fil
muzi_kha,2017-07-13 16:03,0,0,"Dalawang sundalo, patay sa bagong insidente ng friendly fire sa Marawi","(['The Office'], Location((9.6663813, 80.0122994306, 0.0)))",,,885409315863048193,https://twitter.com/muzi_kha/status/885409315863048193,fil
chris19thws,2017-07-13 16:03,0,0,"Dalawang sundalo, patay sa bagong insidente ng friendly fire sa Marawi","(['Philippines'], Location((12.7503486, 122.7312101, 0.0)))",,,885409311157088256,https://twitter.com/chris19thws/status/885409311157088256,fil
PoGo_Port,2017-07-13 16:03,0,0,"Dalawang sundalo, patay sa bagong insidente ng friendly fire sa Marawi",,,,885409306438496256,https://twitter.com/PoGo_Port/status/885409306438496256,fil
orga_ogop,2017-07-13 16:03,0,0,"Dalawang sundalo, patay sa bagong insidente ng friendly fire sa Marawi",,,,885409292857298946,https://twitter.com/orga_ogop/status/885409292857298946,fil
RTheKrak3n,2017-07-13 16:03,0,0,"Dalawang sundalo, patay sa bagong insidente ng friendly fire sa Marawi",,,,885409283151736832,https://twitter.com/RTheKrak3n/status/885409283151736832,fil
dzbb,2017-07-13 15:59,0,0,"Airstrikes sa Marawi, iginiit ng gabrielaphils na itigil na ng AFP matapos 2 sundalo ang nasawi na naman sa friendly fire. | wengsalvacion","(['Republic of the Philippines'], Location((12.7503486, 122.7312101, 0.0)))",@ @,,885408236567896064,https://twitter.com/dzbb/status/885408236567896064,fil
brigadanational,2017-07-13 15:58,0,0,"Ilang naaagnas na bangkay, narekober sa Marawi City Read more:","(['Makati', ' PH'], Location((14.55459465, 121.021407905, 0.0)))",,,885408086529146881,https://twitter.com/brigadanational/status/885408086529146881,fil
mieluvs_824kb,2017-07-13 15:56,1,2,korrek k dyan ipatokhang muna ky bato tapos ipdala sa rehab pg di n magamot ibala sa kanyon sa marawi haha MLFTSTheDeal,,,#,885407596932243456,https://twitter.com/mieluvs_824kb/status/885407596932243456,fil
NewsRmn,2017-07-13 15:54,1,0,"Aircraft na gamit ng militar sa nangyaring friendly fire sa Marawi City, grounded na via rmnnetworks","(['Republic of the Philippines'], Location((12.7503486, 122.7312101, 0.0)))",@,,885407180941271040,https://twitter.com/NewsRmn/status/885407180941271040,fil
EddieKho2,2017-07-13 15:53,0,2,"Duterte : I'm ready to die for Marawi, per punta muna ako kay pareng Dennis Uy sa PSE.. Sayang yung balato sa akin.",,,,885406867362414598,https://twitter.com/EddieKho2/status/885406867362414598,fil
eva_lasmi,2017-07-13 15:50,0,1,"wah dinding bambu dg warna natural nyaman ya, Eh..itu pengungsi dr marawi sedang dapet ransum ya...He..ttp smangat!...",,,,885405957177491457,https://twitter.com/eva_lasmi/status/885405957177491457,id
Philtizen,2017-07-13 15:49,0,0,"Pinull-out na lahat ng FA-50 fighter jets ng militar sa Marawi City kasunod ng insidente ng friendly fire"" na... ""","(['Republic of the Philippines'], Location((12.7503486, 122.7312101, 0.0)))",,,885405744098668544,https://twitter.com/Philtizen/status/885405744098668544,fil
dzbb,2017-07-13 15:48,2,0,"Lalaki, isinugod sa ospital matapos tamaan ng ligaw na bala sa evacuation center sa loob ng kapitolyo ng Marawi City. | via","(['Republic of the Philippines'], Location((12.7503486, 122.7312101, 0.0)))",@,,885405554759180288,https://twitter.com/dzbb/status/885405554759180288,fil
gelospidey,2017-07-13 15:48,0,0,Hahaha! tas ppunta silang marawi,,,,885405523314581504,https://twitter.com/gelospidey/status/885405523314581504,fil
pm_magazin,2017-07-13 15:47,0,0,Weitere Leichen von Zivilisten in Marawi geborgen,"(['Republic of the Philippines'], Location((12.7503486, 122.7312101, 0.0)))",,,885405424035516417,https://twitter.com/pm_magazin/status/885405424035516417,de
newspaperphcom,2017-07-13 15:47,0,0,"LOOK: Utak sa Likod ng Maute-ISIS, ASG Sa Marawi Bistado Na","(['Republic of the Philippines'], Location((12.7503486, 122.7312101, 0.0)))",,,885405305898774528,https://twitter.com/newspaperphcom/status/885405305898774528,fil
r_auss1810,2017-07-13 15:45,0,0,"Kalau terlalu lambat, Indonesia bisa jadi seperti Marawi","(['Indonesia'], Location((-4.7993356, 114.5632032, 0.0)))",,,885404921788456960,https://twitter.com/r_auss1810/status/885404921788456960,id
gldnsky,2017-07-13 15:45,0,0,"RT biblewords3: Cegah ISIS Masuk dari Marawi, Panglima TNI Sebar Pasukan di Perbatasan",,,,885404878360555520,https://twitter.com/gldnsky/status/885404878360555520,id
2lynezkie23,2017-07-13 15:43,0,0,Pag masipag inlove agad? Sino nag sabi? Papa dala ko yan sa marawi. Hahaha EDVENLoyalist SeventhAYTMonths,"(['Leyte', ' Eastern Visayas'], Location((10.833333, 124.833333, 0.0)))",,,885404313693990912,https://twitter.com/2lynezkie23/status/885404313693990912,fil
LegaspiSha,2017-07-13 15:41,0,0,"Mga kababayang apektado ng Marawi crisis, nilingap ng Iglesia Ni Cristo C","(['Philippines'], Location((12.7503486, 122.7312101, 0.0)))",,,885403920406917120,https://twitter.com/LegaspiSha/status/885403920406917120,fil
rmnnetworks,2017-07-13 15:40,0,0,"LATESTNEWS Aircraft na gamit ng militar sa nangyaring friendly fire sa Marawi City, grounded na",,,#,885403514456776704,https://twitter.com/rmnnetworks/status/885403514456776704,fil
jovs_esmilla,2017-07-13 15:38,0,1,wala na yan nahati-hati na nila ang kumisyon nila jan...sabihin lang n may napurchase aba baka need ng Marawi doon n gamitin,"(['Toulouse', ' France'], Location((43.6044622, 1.4442469, 0.0)))",,,885403097354440704,https://twitter.com/jovs_esmilla/status/885403097354440704,fil
liputan6dotcom,2017-07-13 15:37,5,12,"Cegah ISIS Masuk dari Marawi, Panglima TNI Sebar Pasukan di Perbatasan","(['Jakarta Indonesia'], Location((-6.1753942, 106.827183, 0.0)))",,,885402737713627136,https://twitter.com/liputan6dotcom/status/885402737713627136,id
ElCaviteno12,2017-07-13 15:37,0,0,bakit hindi ipadala sa MARAWI si SUPT. MARCOS at mga kasamahan nya pulis????,"(['imus', 'cavite'], Location((14.4021133, 120.932366655, 0.0)))",,,885402698622713857,https://twitter.com/ElCaviteno12/status/885402698622713857,fil
wengsalvacion,2017-07-13 15:33,1,1,"Airstrikes sa Marawi, iginiit ng gabrielaphils Na itigil na ng AFP matapos 2 sundalo ang masawi na naman sa friendly fire dzbb","(['Philippines'], Location((12.7503486, 122.7312101, 0.0)))",@ @,,885401722733985797,https://twitter.com/wengsalvacion/status/885401722733985797,fil
OI_journal,2017-07-13 15:30,0,0,"Dalla devastazione di Marawi (Filippine) alla fame nello stato di Rakhine, terra dei Rohingya (Birmania). Rassegna.",,,#,885401084524584960,https://twitter.com/OI_journal/status/885401084524584960,it
dzrhnews,2017-07-13 15:30,0,0,"Mga kalansay, nagkalat sa 'war zone' sa Marawi | RH19 Jun Dimacutac RapidoHatawBalita","(['Manila', ' Philippines'], Location((14.5906216, 120.9799696, 0.0)))",,#,885400913422176262,https://twitter.com/dzrhnews/status/885400913422176262,fil
egdsgn,2017-07-13 15:27,0,0,"Police checkpoints sa Iligan at Marawi City, mas hinigpitan dahil sa umano’y pamemeke ng car pass","(['Davao City', ' Davao Region'], Location((7.22650725, 125.454887691, 0.0)))",,,885400383241236480,https://twitter.com/egdsgn/status/885400383241236480,fil
muzi_kha,2017-07-13 15:27,0,0,"Police checkpoints sa Iligan at Marawi City, mas hinigpitan dahil sa umano’y pamemeke ng car pass","(['The Office'], Location((9.6663813, 80.0122994306, 0.0)))",,,885400378380095489,https://twitter.com/muzi_kha/status/885400378380095489,fil
chris19thws,2017-07-13 15:27,0,0,"Police checkpoints sa Iligan at Marawi City, mas hinigpitan dahil sa umano’y pamemeke ng car pass","(['Philippines'], Location((12.7503486, 122.7312101, 0.0)))",,,885400373401444353,https://twitter.com/chris19thws/status/885400373401444353,fil
PoGo_Port,2017-07-13 15:27,0,0,"Police checkpoints sa Iligan at Marawi City, mas hinigpitan dahil sa umano’y pamemeke ng car pass",,,,885400367776792576,https://twitter.com/PoGo_Port/status/885400367776792576,fil
orga_ogop,2017-07-13 15:27,0,0,"Police checkpoints sa Iligan at Marawi City, mas hinigpitan dahil sa umano’y pamemeke ng car pass",,,,885400362609410048,https://twitter.com/orga_ogop/status/885400362609410048,fil
RTheKrak3n,2017-07-13 15:27,0,0,"Police checkpoints sa Iligan at Marawi City, mas hinigpitan dahil sa umano’y pamemeke ng car pass",,,,885400354153693184,https://twitter.com/RTheKrak3n/status/885400354153693184,fil
anneleekang24,2017-07-13 15:25,0,0,Ang sarap manabunot at manampal ang kapal ng mukha!! Nakakainit ng ulo makita tong babae to.. Dapat pinapatapun sa marawi. :(,"(['BICOL'], Location((13.100588, 123.523133109, 0.0)))",,,885399748449939456,https://twitter.com/anneleekang24/status/885399748449939456,fil
Abdullatief3397,2017-07-13 15:23,0,1,Mereka maunya hancur dulu seperti marawi yg cewek jd budak sex yg cowo jihad biar masuk comberan ketemu 72 ekor tikus got itu yg mereka mau.,"(['Jakarta Pusat'], Location((-6.18233995, 106.842871536, 0.0)))",,,885399196441878528,https://twitter.com/Abdullatief3397/status/885399196441878528,id
halfbaaad,2017-07-13 15:18,0,2,Myaka binasa pn a myasuwa aya a Marawi.,"(['PH'], Location((12.44249325, 122.160395164, 0.0)))",,,885398106388475904,https://twitter.com/halfbaaad/status/885398106388475904,fil
rogue_incognito,2017-07-13 15:15,0,0,So pupunta na ng marawi? Di na tutuugan?,,,,885397318022844416,https://twitter.com/rogue_incognito/status/885397318022844416,fil
gmanewsfacebook,2017-07-13 15:10,0,0,"Pinull-out na lahat ng FA-50 fighter jets ng militar sa Marawi City kasunod ng insidente ng friendly fire"" na... """,,,,885395888914419712,https://twitter.com/gmanewsfacebook/status/885395888914419712,fil
BrigadaOfficial,2017-07-13 15:09,0,0,"Ilang naaagnas na bangkay, narekober sa Marawi City...","(['Gen. Santos City'], Location((14.6207049, 121.0515971, 0.0)))",,,885395663739129856,https://twitter.com/BrigadaOfficial/status/885395663739129856,fil
AlvinLabios1,2017-07-13 15:06,0,0,I added a video to a YouTube playlist NAPAKA DELIKADONG PLANO NI DUTERTE PUPUNTA SA MARAWI,,@,,885395093104013312,https://twitter.com/AlvinLabios1/status/885395093104013312,fil
AlvinLabios1,2017-07-13 15:06,0,0,I added a video to a YouTube playlist NAKAKAIYAK NA KANTA NG ISANG SUNDALO PARA SA MARAWI CITY,,@,,885395093028569089,https://twitter.com/AlvinLabios1/status/885395093028569089,fil
0hanin0,2017-07-13 15:05,5,2,لبـا مشاعــرك العـذوب الرقيقه يالفاتنـه ياأم الدلـع والإتيكيت أي بيت عنّـك ينتشـر في دقيقه أنزّلـه فـ العــام ويـروح رتويت,"(['\xd8\xa7\xd9\x84\xd9\x85\xd9\x85\xd9\x84\xd9\x83\xd8\xa9 \xd8\xa7\xd9\x84\xd8\xb9\xd8\xb1\xd8\xa8\xd9\x8a\xd8\xa9 \xd8\xa7\xd9\x84\xd8\xb3\xd8\xb9\xd9\x88\xd8\xaf\xd9\x8a\xd8\xa9'], Location((25.6242618, 42.3528328, 0.0)))",,,885394631214723072,https://twitter.com/0hanin0/status/885394631214723072,ar
cezzblue12,2017-07-13 15:04,0,0,This man also so stupid hahahyyyyy maayo ka ilabaw sa marawi animal.,"(['bukidnon'], Location((8.022778, 124.998611, 0.0)))",,,885394436359831552,https://twitter.com/cezzblue12/status/885394436359831552,fil
marawi_q8,2017-07-13 15:04,2,2,0hanin0 ⇜✎ تبقى وليف الروح ولو ما نشوفگ وتبقى سعد عيني و تبقى غناها,,@,,885394416986451968,https://twitter.com/marawi_q8/status/885394416986451968,ar
